2025.04.10 03:09:30 Features for EURUSD.r: price=1.09582, atr=0.00086786, signal=hold
2025.04.10 05:15:31 Features for USDCAD.r: price=1.41010, atr=0.00078929, signal=hold
2025.04.10 05:15:39 Features for EURUSD.r: price=1.09629, atr=0.00102429, signal=hold
2025.04.10 05:15:39 Features for USDJPY.r: price=146.88600, atr=0.24264286, signal=hold
2025.04.10 05:15:39 Features for XAUUSD.r: price=3107.38000, atr=8.44857143, signal=hold
2025.04.10 05:15:39 Features for AUDUSD.r: price=0.61385, atr=0.00117000, signal=hold
2025.04.10 05:15:39 Features for GBPUSD.r: price=1.28242, atr=0.00091500, signal=hold
2025.04.10 05:15:39 Features for USDCAD.r: price=1.41014, atr=0.00078929, signal=hold
2025.04.10 05:15:40 Features for EURUSD.r: price=1.09634, atr=0.00102429, signal=hold
2025.04.10 05:15:40 Features for USDJPY.r: price=146.89000, atr=0.24264286, signal=hold
2025.04.10 05:15:40 Features for XAUUSD.r: price=3107.38000, atr=8.44857143, signal=hold
2025.04.10 05:15:40 Features for AUDUSD.r: price=0.61387, atr=0.00117000, signal=hold
2025.04.10 05:15:40 Features for GBPUSD.r: price=1.28244, atr=0.00091500, signal=hold
2025.04.10 05:15:40 Features for USDCAD.r: price=1.41011, atr=0.00078929, signal=hold
2025.04.10 05:30:00 Features for EURUSD.r: price=1.09675, atr=0.00098071, signal=hold
2025.04.10 05:30:00 Features for USDJPY.r: price=146.87400, atr=0.23514286, signal=hold
2025.04.10 05:30:00 Features for XAUUSD.r: price=3111.09000, atr=8.81071429, signal=hold
2025.04.10 05:30:00 Features for AUDUSD.r: price=0.61514, atr=0.00114714, signal=hold
2025.04.10 05:30:00 Features for GBPUSD.r: price=1.28360, atr=0.00091786, signal=hold
2025.04.10 05:30:00 Features for USDCAD.r: price=1.40965, atr=0.00073500, signal=hold
2025.04.10 05:30:16 Features for EURUSD.r: price=1.09667, atr=0.00098571, signal=hold
2025.04.10 05:30:16 Features for USDJPY.r: price=146.87900, atr=0.23728571, signal=hold
2025.04.10 05:30:16 Features for XAUUSD.r: price=3110.78000, atr=8.92785714, signal=hold
2025.04.10 05:30:16 Features for AUDUSD.r: price=0.61484, atr=0.00116571, signal=hold
2025.04.10 05:30:16 Features for GBPUSD.r: price=1.28345, atr=0.00092429, signal=hold
2025.04.10 05:30:16 Features for USDCAD.r: price=1.40980, atr=0.00074214, signal=hold
2025.04.10 05:30:28 Features for EURUSD.r: price=1.09665, atr=0.00098857, signal=hold
2025.04.10 05:30:28 Features for USDJPY.r: price=146.85600, atr=0.23735714, signal=hold
2025.04.10 05:30:28 Features for XAUUSD.r: price=3110.99000, atr=8.92785714, signal=hold
2025.04.10 05:30:28 Features for AUDUSD.r: price=0.61477, atr=0.00117143, signal=hold
2025.04.10 05:30:28 Features for GBPUSD.r: price=1.28344, atr=0.00092571, signal=hold
2025.04.10 05:30:28 Features for USDCAD.r: price=1.40987, atr=0.00074643, signal=hold
2025.04.10 05:30:31 Features for EURUSD.r: price=1.09668, atr=0.00098857, signal=hold
2025.04.10 05:30:31 Features for USDJPY.r: price=146.84600, atr=0.23757143, signal=hold
2025.04.10 05:30:31 Features for XAUUSD.r: price=3111.43000, atr=8.92785714, signal=hold
2025.04.10 05:30:31 Features for AUDUSD.r: price=0.61475, atr=0.00117214, signal=hold
2025.04.10 05:30:31 Features for GBPUSD.r: price=1.28344, atr=0.00092571, signal=hold
2025.04.10 05:30:31 Features for USDCAD.r: price=1.40990, atr=0.00074786, signal=hold
2025.04.10 05:30:39 Features for EURUSD.r: price=1.09668, atr=0.00098857, signal=hold
2025.04.10 05:30:39 Features for USDJPY.r: price=146.83200, atr=0.23892857, signal=hold
2025.04.10 05:30:39 Features for XAUUSD.r: price=3110.97000, atr=8.92785714, signal=hold
2025.04.10 05:30:39 Features for AUDUSD.r: price=0.61482, atr=0.00117214, signal=hold
2025.04.10 05:30:39 Features for GBPUSD.r: price=1.28351, atr=0.00092571, signal=hold
2025.04.10 05:30:39 Features for USDCAD.r: price=1.40986, atr=0.00074786, signal=hold
2025.04.10 05:30:40 Features for EURUSD.r: price=1.09668, atr=0.00098857, signal=hold
2025.04.10 05:30:40 Features for USDJPY.r: price=146.83900, atr=0.23892857, signal=hold
2025.04.10 05:30:40 Features for XAUUSD.r: price=3110.99000, atr=8.92785714, signal=hold
2025.04.10 05:30:40 Features for AUDUSD.r: price=0.61483, atr=0.00117214, signal=hold
2025.04.10 05:30:40 Features for GBPUSD.r: price=1.28350, atr=0.00092571, signal=hold
2025.04.10 05:30:40 Features for USDCAD.r: price=1.40986, atr=0.00074786, signal=hold
2025.04.10 05:45:00 Features for EURUSD.r: price=1.09642, atr=0.00101714, signal=hold
2025.04.10 05:45:00 Features for USDJPY.r: price=146.83400, atr=0.23314286, signal=hold
2025.04.10 05:45:00 Features for XAUUSD.r: price=3113.94000, atr=8.96571429, signal=hold
2025.04.10 05:45:00 Features for AUDUSD.r: price=0.61462, atr=0.00114929, signal=hold
2025.04.10 05:45:00 Features for GBPUSD.r: price=1.28303, atr=0.00096429, signal=hold
2025.04.10 05:45:00 Features for USDCAD.r: price=1.41026, atr=0.00074071, signal=hold
2025.04.10 05:45:16 Features for EURUSD.r: price=1.09644, atr=0.00095143, signal=hold
2025.04.10 05:45:16 Features for USDJPY.r: price=146.84500, atr=0.23414286, signal=hold
2025.04.10 05:45:16 Features for XAUUSD.r: price=3113.01000, atr=9.04428571, signal=hold
2025.04.10 05:45:16 Features for AUDUSD.r: price=0.61461, atr=0.00115571, signal=hold
2025.04.10 05:45:16 Features for GBPUSD.r: price=1.28295, atr=0.00090500, signal=hold
2025.04.10 05:45:16 Features for USDCAD.r: price=1.41023, atr=0.00074571, signal=hold
2025.04.10 05:45:28 Features for EURUSD.r: price=1.09648, atr=0.00095429, signal=hold
2025.04.10 05:45:28 Features for USDJPY.r: price=146.83200, atr=0.23421429, signal=hold
2025.04.10 05:45:28 Features for XAUUSD.r: price=3113.36000, atr=9.04428571, signal=hold
2025.04.10 05:45:28 Features for AUDUSD.r: price=0.61467, atr=0.00115929, signal=hold
2025.04.10 05:45:28 Features for GBPUSD.r: price=1.28295, atr=0.00090500, signal=hold
2025.04.10 05:45:28 Features for USDCAD.r: price=1.41017, atr=0.00075000, signal=hold
2025.04.10 05:45:31 Features for EURUSD.r: price=1.09648, atr=0.00095429, signal=hold
2025.04.10 05:45:31 Features for USDJPY.r: price=146.82900, atr=0.23435714, signal=hold
2025.04.10 05:45:31 Features for XAUUSD.r: price=3112.88000, atr=9.04428571, signal=hold
2025.04.10 05:45:31 Features for AUDUSD.r: price=0.61468, atr=0.00116000, signal=hold
2025.04.10 05:45:31 Features for GBPUSD.r: price=1.28295, atr=0.00090500, signal=hold
2025.04.10 05:45:31 Features for USDCAD.r: price=1.41016, atr=0.00075071, signal=hold
2025.04.10 05:45:39 Features for EURUSD.r: price=1.09646, atr=0.00095429, signal=hold
2025.04.10 05:45:39 Features for USDJPY.r: price=146.82700, atr=0.23500000, signal=hold
2025.04.10 05:45:39 Features for XAUUSD.r: price=3111.77000, atr=9.11928571, signal=hold
2025.04.10 05:45:39 Features for AUDUSD.r: price=0.61477, atr=0.00116643, signal=hold
2025.04.10 05:45:39 Features for GBPUSD.r: price=1.28295, atr=0.00090500, signal=hold
2025.04.10 05:45:39 Features for USDCAD.r: price=1.41011, atr=0.00075643, signal=hold
2025.04.10 05:45:39 Features for EURUSD.r: price=1.09647, atr=0.00095429, signal=hold
2025.04.10 05:45:39 Features for USDJPY.r: price=146.82700, atr=0.23500000, signal=hold
2025.04.10 05:45:39 Features for XAUUSD.r: price=3111.83000, atr=9.11928571, signal=hold
2025.04.10 05:45:39 Features for AUDUSD.r: price=0.61477, atr=0.00116643, signal=hold
2025.04.10 05:45:39 Features for GBPUSD.r: price=1.28295, atr=0.00090500, signal=hold
2025.04.10 05:45:39 Features for USDCAD.r: price=1.41011, atr=0.00075643, signal=hold
2025.04.10 05:48:13 Features for EURUSD.r: price=1.09633, atr=0.00096714, signal=hold
2025.04.10 05:48:13 Features for USDJPY.r: price=146.84300, atr=0.23835714, signal=hold
2025.04.10 05:48:13 Features for XAUUSD.r: price=3117.20000, atr=9.39500000, signal=hold
2025.04.10 05:48:13 Features for AUDUSD.r: price=0.61484, atr=0.00117786, signal=hold
2025.04.10 05:48:13 Features for GBPUSD.r: price=1.28287, atr=0.00091500, signal=hold
2025.04.10 05:48:13 Features for USDCAD.r: price=1.41016, atr=0.00076286, signal=hold
2025.04.10 05:48:13 Features for EURUSD.r: price=1.09633, atr=0.00096714, signal=hold
2025.04.10 05:48:13 Features for USDJPY.r: price=146.84300, atr=0.23835714, signal=hold
2025.04.10 05:48:13 Features for XAUUSD.r: price=3117.20000, atr=9.39500000, signal=hold
2025.04.10 05:48:13 Features for AUDUSD.r: price=0.61484, atr=0.00117786, signal=hold
2025.04.10 05:48:13 Features for GBPUSD.r: price=1.28287, atr=0.00091500, signal=hold
2025.04.10 05:48:13 Features for USDCAD.r: price=1.41016, atr=0.00076286, signal=hold
2025.04.10 05:48:13 Features for EURUSD.r: price=1.09633, atr=0.00096714, signal=hold
2025.04.10 05:48:13 Features for USDJPY.r: price=146.84300, atr=0.23835714, signal=hold
2025.04.10 05:48:13 Features for XAUUSD.r: price=3117.21000, atr=9.39500000, signal=hold
2025.04.10 05:48:13 Features for AUDUSD.r: price=0.61484, atr=0.00117786, signal=hold
2025.04.10 05:48:13 Features for GBPUSD.r: price=1.28287, atr=0.00091500, signal=hold
2025.04.10 05:48:13 Features for USDCAD.r: price=1.41016, atr=0.00076286, signal=hold
2025.04.10 05:48:13 Features for EURUSD.r: price=1.09633, atr=0.00096714, signal=hold
2025.04.10 05:48:13 Features for USDJPY.r: price=146.84300, atr=0.23835714, signal=hold
2025.04.10 05:48:13 Features for XAUUSD.r: price=3117.21000, atr=9.39500000, signal=hold
2025.04.10 05:48:13 Features for AUDUSD.r: price=0.61484, atr=0.00117786, signal=hold
2025.04.10 05:48:13 Features for GBPUSD.r: price=1.28287, atr=0.00091500, signal=hold
2025.04.10 05:48:13 Features for USDCAD.r: price=1.41016, atr=0.00076286, signal=hold
2025.04.10 05:48:13 Features for EURUSD.r: price=1.09633, atr=0.00096714, signal=hold
2025.04.10 05:48:13 Features for USDJPY.r: price=146.84300, atr=0.23835714, signal=hold
2025.04.10 05:48:13 Features for XAUUSD.r: price=3117.21000, atr=9.39500000, signal=hold
2025.04.10 05:48:13 Features for AUDUSD.r: price=0.61484, atr=0.00117786, signal=hold
2025.04.10 05:48:13 Features for GBPUSD.r: price=1.28287, atr=0.00091500, signal=hold
2025.04.10 05:48:13 Features for USDCAD.r: price=1.41016, atr=0.00076286, signal=hold
2025.04.10 05:48:13 Features for EURUSD.r: price=1.09633, atr=0.00096714, signal=hold
2025.04.10 05:48:13 Features for USDJPY.r: price=146.84300, atr=0.23835714, signal=hold
2025.04.10 05:48:13 Features for XAUUSD.r: price=3117.21000, atr=9.39500000, signal=hold
2025.04.10 05:48:13 Features for AUDUSD.r: price=0.61484, atr=0.00117786, signal=hold
2025.04.10 05:48:13 Features for GBPUSD.r: price=1.28287, atr=0.00091500, signal=hold
2025.04.10 05:48:13 Features for USDCAD.r: price=1.41015, atr=0.00076286, signal=hold
2025.04.10 05:49:44 Features for EURUSD.r: price=1.09623, atr=0.00097000, signal=hold
2025.04.10 05:49:44 Features for USDJPY.r: price=146.84200, atr=0.23835714, signal=hold
2025.04.10 05:49:44 Features for XAUUSD.r: price=3116.82000, atr=9.45071429, signal=hold
2025.04.10 05:49:44 Features for AUDUSD.r: price=0.61485, atr=0.00117786, signal=hold
2025.04.10 05:49:44 Features for GBPUSD.r: price=1.28266, atr=0.00092786, signal=hold
2025.04.10 05:49:44 Features for USDCAD.r: price=1.41019, atr=0.00076286, signal=hold
2025.04.10 05:49:44 Features for EURUSD.r: price=1.09623, atr=0.00097000, signal=hold
2025.04.10 05:49:44 Features for USDJPY.r: price=146.84200, atr=0.23835714, signal=hold
2025.04.10 05:49:44 Features for XAUUSD.r: price=3116.82000, atr=9.45071429, signal=hold
2025.04.10 05:49:44 Features for AUDUSD.r: price=0.61485, atr=0.00117786, signal=hold
2025.04.10 05:49:44 Features for GBPUSD.r: price=1.28266, atr=0.00092786, signal=hold
2025.04.10 05:49:44 Features for USDCAD.r: price=1.41019, atr=0.00076286, signal=hold
2025.04.10 05:49:44 Features for EURUSD.r: price=1.09623, atr=0.00097000, signal=hold
2025.04.10 05:49:44 Features for USDJPY.r: price=146.84200, atr=0.23835714, signal=hold
2025.04.10 05:49:44 Features for XAUUSD.r: price=3116.82000, atr=9.45071429, signal=hold
2025.04.10 05:49:44 Features for AUDUSD.r: price=0.61485, atr=0.00117786, signal=hold
2025.04.10 05:49:44 Features for GBPUSD.r: price=1.28266, atr=0.00092786, signal=hold
2025.04.10 05:49:44 Features for USDCAD.r: price=1.41019, atr=0.00076286, signal=hold
2025.04.10 05:49:44 Features for EURUSD.r: price=1.09623, atr=0.00097000, signal=hold
2025.04.10 05:49:44 Features for USDJPY.r: price=146.84200, atr=0.23835714, signal=hold
2025.04.10 05:49:44 Features for XAUUSD.r: price=3116.82000, atr=9.45071429, signal=hold
2025.04.10 05:49:44 Features for AUDUSD.r: price=0.61485, atr=0.00117786, signal=hold
2025.04.10 05:49:44 Features for GBPUSD.r: price=1.28267, atr=0.00092786, signal=hold
2025.04.10 05:49:44 Features for USDCAD.r: price=1.41019, atr=0.00076286, signal=hold
2025.04.10 05:49:44 Features for EURUSD.r: price=1.09623, atr=0.00097000, signal=hold
2025.04.10 05:49:44 Features for USDJPY.r: price=146.84200, atr=0.23835714, signal=hold
2025.04.10 05:49:44 Features for XAUUSD.r: price=3116.79000, atr=9.45071429, signal=hold
2025.04.10 05:49:44 Features for AUDUSD.r: price=0.61486, atr=0.00117786, signal=hold
2025.04.10 05:49:44 Features for GBPUSD.r: price=1.28267, atr=0.00092786, signal=hold
2025.04.10 05:49:44 Features for USDCAD.r: price=1.41019, atr=0.00076286, signal=hold
2025.04.10 05:51:11 Features for EURUSD.r: price=1.09646, atr=0.00097000, signal=hold
2025.04.10 05:51:11 Features for USDJPY.r: price=146.78400, atr=0.23835714, signal=hold
2025.04.10 05:51:11 Features for XAUUSD.r: price=3118.63000, atr=9.51428571, signal=hold
2025.04.10 05:51:11 Features for AUDUSD.r: price=0.61509, atr=0.00119500, signal=hold
2025.04.10 05:51:11 Features for GBPUSD.r: price=1.28307, atr=0.00093214, signal=hold
2025.04.10 05:51:11 Features for USDCAD.r: price=1.40994, atr=0.00077571, signal=hold
2025.04.10 05:51:25 Features for EURUSD.r: price=1.09642, atr=0.00097071, signal=hold
2025.04.10 05:51:25 Features for USDJPY.r: price=146.79700, atr=0.23835714, signal=hold
2025.04.10 05:51:25 Features for XAUUSD.r: price=3117.65000, atr=9.51428571, signal=hold
2025.04.10 05:51:25 Features for AUDUSD.r: price=0.61507, atr=0.00119500, signal=hold
2025.04.10 05:51:25 Features for GBPUSD.r: price=1.28324, atr=0.00094286, signal=hold
2025.04.10 05:51:25 Features for USDCAD.r: price=1.40996, atr=0.00077714, signal=hold
2025.04.10 05:51:36 Features for EURUSD.r: price=1.09642, atr=0.00097071, signal=hold
2025.04.10 05:51:36 Features for USDJPY.r: price=146.79800, atr=0.23835714, signal=hold
2025.04.10 05:51:36 Features for XAUUSD.r: price=3117.19000, atr=9.51428571, signal=hold
2025.04.10 05:51:36 Features for AUDUSD.r: price=0.61510, atr=0.00119500, signal=hold
2025.04.10 05:51:36 Features for GBPUSD.r: price=1.28340, atr=0.00095429, signal=hold
2025.04.10 05:51:36 Features for USDCAD.r: price=1.40988, atr=0.00077714, signal=hold
2025.04.10 05:51:48 Features for EURUSD.r: price=1.09644, atr=0.00097071, signal=hold
2025.04.10 05:51:48 Features for USDJPY.r: price=146.78500, atr=0.23835714, signal=hold
2025.04.10 05:51:48 Features for XAUUSD.r: price=3117.58000, atr=9.51428571, signal=hold
2025.04.10 05:51:48 Features for AUDUSD.r: price=0.61511, atr=0.00119500, signal=hold
2025.04.10 05:51:48 Features for GBPUSD.r: price=1.28342, atr=0.00095714, signal=hold
2025.04.10 05:51:48 Features for USDCAD.r: price=1.40983, atr=0.00078286, signal=hold
2025.04.10 05:52:03 Features for EURUSD.r: price=1.09642, atr=0.00097071, signal=hold
2025.04.10 05:52:03 Features for USDJPY.r: price=146.78800, atr=0.23835714, signal=hold
2025.04.10 05:52:03 Features for XAUUSD.r: price=3118.14000, atr=9.51428571, signal=hold
2025.04.10 05:52:03 Features for AUDUSD.r: price=0.61511, atr=0.00119500, signal=hold
2025.04.10 05:52:03 Features for GBPUSD.r: price=1.28341, atr=0.00095714, signal=hold
2025.04.10 05:52:03 Features for USDCAD.r: price=1.40982, atr=0.00078500, signal=hold
2025.04.10 05:52:13 Features for EURUSD.r: price=1.09642, atr=0.00097071, signal=hold
2025.04.10 05:52:13 Features for USDJPY.r: price=146.79600, atr=0.23835714, signal=hold
2025.04.10 05:52:13 Features for XAUUSD.r: price=3117.33000, atr=9.51428571, signal=hold
2025.04.10 05:52:13 Features for AUDUSD.r: price=0.61509, atr=0.00119500, signal=hold
2025.04.10 05:52:13 Features for GBPUSD.r: price=1.28335, atr=0.00095714, signal=hold
2025.04.10 05:52:13 Features for USDCAD.r: price=1.40982, atr=0.00078500, signal=hold
2025.04.10 06:00:03 Features for EURUSD.r: price=1.09724, atr=0.00098429, signal=hold
2025.04.10 06:00:03 Features for USDJPY.r: price=146.72700, atr=0.23650000, signal=hold
2025.04.10 06:00:03 Features for XAUUSD.r: price=3120.26000, atr=9.34071429, signal=hold
2025.04.10 06:00:03 Features for AUDUSD.r: price=0.61539, atr=0.00117357, signal=hold
2025.04.10 06:00:03 Features for GBPUSD.r: price=1.28381, atr=0.00096286, signal=hold
2025.04.10 06:00:03 Features for USDCAD.r: price=1.40907, atr=0.00079643, signal=hold
2025.04.10 06:00:11 Features for EURUSD.r: price=1.09728, atr=0.00098714, signal=hold
2025.04.10 06:00:11 Features for USDJPY.r: price=146.72000, atr=0.23678571, signal=hold
2025.04.10 06:00:11 Features for XAUUSD.r: price=3119.46000, atr=9.34071429, signal=hold
2025.04.10 06:00:11 Features for AUDUSD.r: price=0.61532, atr=0.00118286, signal=hold
2025.04.10 06:00:11 Features for GBPUSD.r: price=1.28386, atr=0.00096714, signal=hold
2025.04.10 06:00:11 Features for USDCAD.r: price=1.40907, atr=0.00079643, signal=hold
2025.04.10 06:00:13 Features for EURUSD.r: price=1.09727, atr=0.00098714, signal=hold
2025.04.10 06:00:13 Features for USDJPY.r: price=146.73300, atr=0.23678571, signal=hold
2025.04.10 06:00:13 Features for XAUUSD.r: price=3119.22000, atr=9.34071429, signal=hold
2025.04.10 06:00:13 Features for AUDUSD.r: price=0.61524, atr=0.00118429, signal=hold
2025.04.10 06:00:13 Features for GBPUSD.r: price=1.28385, atr=0.00096714, signal=hold
2025.04.10 06:00:13 Features for USDCAD.r: price=1.40908, atr=0.00079643, signal=hold
2025.04.10 06:00:25 Features for EURUSD.r: price=1.09705, atr=0.00099714, signal=hold
2025.04.10 06:00:25 Features for USDJPY.r: price=146.76000, atr=0.23757143, signal=hold
2025.04.10 06:00:25 Features for XAUUSD.r: price=3119.71000, atr=9.34071429, signal=hold
2025.04.10 06:00:25 Features for AUDUSD.r: price=0.61503, atr=0.00120000, signal=hold
2025.04.10 06:00:25 Features for GBPUSD.r: price=1.28370, atr=0.00097214, signal=hold
2025.04.10 06:00:25 Features for USDCAD.r: price=1.40933, atr=0.00081357, signal=hold
2025.04.10 06:00:36 Features for EURUSD.r: price=1.09711, atr=0.00099714, signal=hold
2025.04.10 06:00:36 Features for USDJPY.r: price=146.76100, atr=0.23885714, signal=hold
2025.04.10 06:00:36 Features for XAUUSD.r: price=3119.68000, atr=9.34071429, signal=hold
